1,2,90
2,3,86
3,4,41
4,5,157
5,6,108
6,7,147
7,8,203
8,9,85
9,10,87
10,11,106
11,12,51
12,13,75
13,14,163
14,15,108
1,3,98
4,8,115
5,7,94
7,10,115
11,14,182
9,3,174
